tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-506,Buenos Aires,Clay,32,A,20140210,24,104926,2,,Fabio Fognini,R,178,ITA,26.7186858316,14,2260,104919,,,Leonardo Mayer,R,188,ARG,26.7433264887,58,764,6-7(4) 6-3 6-2,3,R16,139,2,5,127,85,60,17,15,12,13,1,3,83,60,40,12,14,4,8
2014-506,Buenos Aires,Clay,32,A,20140210,25,103970,1,,David Ferrer,R,175,ESP,31.8603696099,5,5280,105077,,,Albert Ramos,L,188,ESP,26.0670773443,92,598,6-1 6-2,3,QF,70,0,3,53,32,23,12,8,2,3,0,1,49,35,17,5,7,2,7
2014-506,Buenos Aires,Clay,32,A,20140210,26,104597,4,,Nicolas Almagro,R,183,ESP,28.4736481862,18,1930,104871,8,,Jeremy Chardy,R,188,FRA,26.9952087611,45,940,7-6(7) 6-3,3,QF,104,4,1,84,54,37,17,11,5,8,3,1,66,47,28,11,10,0,4
2014-506,Buenos Aires,Clay,32,A,20140210,27,103990,3,,Tommy Robredo,R,180,ESP,31.780971937,17,1960,104898,6,,Robin Haase,R,190,NED,26.8501026694,46,932,6-1 2-0 RET,3,QF,41,1,0,18,13,12,4,4,0,0,1,1,40,28,12,5,5,6,10
2014-506,Buenos Aires,Clay,32,A,20140210,28,104926,2,,Fabio Fognini,R,178,ITA,26.7186858316,14,2260,104665,,,Pablo Andujar,R,180,ESP,28.0492813142,43,981,6-4 6-3,3,QF,94,2,2,61,34,27,15,10,3,4,0,2,63,40,25,10,9,7,10
2014-506,Buenos Aires,Clay,32,A,20140210,29,103970,1,,David Ferrer,R,175,ESP,31.8603696099,5,5280,104597,4,,Nicolas Almagro,R,183,ESP,28.4736481862,18,1930,6-4 6-2,3,SF,87,0,2,76,53,36,12,9,6,7,0,0,51,27,18,10,9,1,5
2014-506,Buenos Aires,Clay,32,A,20140210,30,104926,2,,Fabio Fognini,R,178,ITA,26.7186858316,14,2260,103990,3,,Tommy Robredo,R,180,ESP,31.780971937,17,1960,3-6 7-5 6-3,3,SF,119,2,3,87,56,38,14,15,2,6,3,4,88,61,39,13,15,8,13
2014-506,Buenos Aires,Clay,32,A,20140210,31,103970,1,,David Ferrer,R,175,ESP,31.8603696099,5,5280,104926,2,,Fabio Fognini,R,178,ITA,26.7186858316,14,2260,6-4 6-3,3,F,74,0,2,54,39,26,11,10,0,1,2,3,52,34,24,5,9,2,5
2014-416,Rome Masters,Clay,56,M,20140511,1,104468,,,Gilles Simon,R,183,FRA,29.3716632444,30,1225,103835,,WC,Filippo Volandri,R,183,ITA,32.681724846,97,592,6-2 6-3,3,R64,71,3,1,57,29,22,12,9,2,4,0,0,46,30,14,6,8,2,7
2014-416,Rome Masters,Clay,56,M,20140511,2,104979,,Q,Andrey Golubev,R,185,KAZ,26.8062970568,59,827,104269,,,Fernando Verdasco,L,188,ESP,30.4887063655,25,1455,6-4 7-5,3,R64,94,2,2,68,46,30,10,11,1,5,0,2,63,44,24,7,11,2,8
2014-416,Rome Masters,Clay,56,M,20140511,3,104022,14,,Mikhail Youzhny,R,183,RUS,31.8795345654,16,2020,103917,,,Nicolas Mahut,R,190,FRA,32.3039014374,39,1077,6-4 6-4,3,R64,90,1,1,48,30,26,14,10,0,0,1,0,73,51,31,14,10,6,8
2014-416,Rome Masters,Clay,56,M,20140511,4,103781,,,Jurgen Melzer,L,183,AUT,32.9719370294,67,720,104545,9,,John Isner,R,206,USA,29.0431211499,11,2600,7-6(7) 6-3,3,R64,87,4,0,75,59,42,12,11,7,8,13,0,70,49,34,10,10,1,3
2014-416,Rome Masters,Clay,56,M,20140511,5,105227,,,Marin Cilic,R,198,CRO,25.6180698152,26,1410,105053,,Q,Santiago Giraldo,R,188,COL,26.4558521561,36,1118,6-4 2-0 RET,3,R64,68,3,0,30,20,16,6,6,0,1,1,0,48,38,19,5,6,2,5
2014-416,Rome Masters,Clay,56,M,20140511,6,104719,,,Marcel Granollers,R,190,ESP,28.0821355236,31,1215,103852,,,Feliciano Lopez,L,188,ESP,32.6406570842,27,1395,7-5 6-1,3,R64,82,2,2,54,31,26,12,10,0,1,1,0,55,38,24,6,9,5,9
2014-416,Rome Masters,Clay,56,M,20140511,7,105137,,Q,Pere Riba,R,183,ESP,26.0944558522,98,588,103893,,WC,Paolo Lorenzi,R,183,ITA,32.4052019165,90,615,7-6(3) 6-3,3,R64,97,2,2,61,38,25,16,10,5,7,3,2,74,41,25,18,11,3,7
2014-416,Rome Masters,Clay,56,M,20140511,8,104997,,,Igor Sijsling,R,190,NED,26.7323750856,53,885,106065,,WC,Marco Cecchinato,R,,ITA,21.6125941136,149,391,7-6(4) 7-5,3,R64,94,1,3,80,51,39,14,12,5,7,1,2,74,47,31,13,12,0,3
2014-416,Rome Masters,Clay,56,M,20140511,9,103163,15,,Tommy Haas,R,188,GER,36.1067761807,19,1835,104312,,,Andreas Seppi,R,190,ITA,30.2203969884,34,1150,6-1 4-6 6-3,3,R64,108,6,3,75,46,31,17,13,2,4,5,1,73,35,21,20,13,1,6
2014-416,Rome Masters,Clay,56,M,20140511,10,105777,12,,Grigor Dimitrov,R,188,BUL,22.9897330595,14,2200,104273,,,Edouard Roger Vasselin,R,188,FRA,30.4531143053,45,975,4-6 6-3 6-4,3,R64,127,9,7,96,53,39,24,15,5,7,2,3,89,61,43,12,14,6,9
2014-416,Rome Masters,Clay,56,M,20140511,11,103333,,,Ivo Karlovic,R,208,CRO,35.2005475702,52,902,105807,,Q,Pablo Carreno Busta,R,,ESP,22.8336755647,68,714,3-6 6-3 7-6(4),3,R64,120,12,1,94,66,55,13,15,3,4,1,0,90,75,58,9,15,0,1
2014-416,Rome Masters,Clay,56,M,20140511,12,104098,,,Dmitry Tursunov,R,185,RUS,31.4140999316,33,1155,105138,,,Roberto Bautista Agut,R,,ESP,26.0752908966,28,1340,6-0 7-6(4),3,R64,83,3,2,62,45,32,8,9,4,5,1,1,58,46,27,3,9,0,4
2014-416,Rome Masters,Clay,56,M,20140511,13,104620,,WC,Simone Bolelli,R,183,ITA,28.59137577,162,340,105882,,Q,Stefano Travaglia,U,,ITA,22.3983572895,293,157,3-6 7-5 7-6(5),3,R64,142,2,0,86,64,44,16,16,0,4,9,4,136,78,48,32,17,10,14
2014-416,Rome Masters,Clay,56,M,20140511,14,104731,,,Kevin Anderson,R,203,RSA,27.9835728953,20,1755,105577,,,Vasek Pospisil,R,193,CAN,23.8850102669,32,1180,7-5 7-6(4),3,R64,94,7,2,69,45,39,15,12,0,0,3,3,70,41,28,23,12,0,1
2014-416,Rome Masters,Clay,56,M,20140511,15,104542,11,,Jo Wilfried Tsonga,R,188,FRA,29.067761807,13,2235,105238,,,Alexandr Dolgopolov,R,180,UKR,25.5085557837,21,1725,6-3 7-6(5),3,R64,87,8,0,70,46,32,16,11,3,4,7,1,64,35,29,13,10,2,4
2014-416,Rome Masters,Clay,56,M,20140511,16,104586,,,Lukas Rosol,R,196,CZE,28.7994524298,56,866,104926,13,,Fabio Fognini,R,178,ITA,26.9678302533,15,2190,6-3 6-2,3,R64,67,2,0,50,29,24,13,9,0,0,2,1,55,33,19,12,8,2,5
2014-416,Rome Masters,Clay,56,M,20140511,17,104471,,,Ivan Dodig,R,183,CRO,29.3552361396,40,1055,105643,,,Federico Delbonis,L,190,ARG,23.6002737851,44,1004,6-3 6-4,3,R64,92,9,1,61,38,30,11,10,2,4,1,1,59,36,21,9,9,2,6
2014-416,Rome Masters,Clay,56,M,20140511,18,104871,,,Jeremy Chardy,R,188,FRA,27.2443531828,47,970,104898,,,Robin Haase,R,190,NED,27.099247091,50,945,6-4 6-4,3,R64,85,9,0,55,34,29,12,10,2,2,1,0,69,36,24,16,10,4,6
2014-416,Rome Masters,Clay,56,M,20140511,19,105062,,,Mikhail Kukushkin,R,183,KAZ,26.3764544832,60,819,105311,,,Joao Sousa,R,,POR,25.1170431211,41,1045,6-3 6-7(1) 6-3,3,R64,151,1,0,122,86,56,24,16,7,7,4,0,91,63,48,13,14,6,8
2014-416,Rome Masters,Clay,56,M,20140511,20,103565,,Q,Stephane Robert,R,185,FRA,33.9849418207,85,629,105292,,Q,Alejandro Gonzalez,R,,COL,25.2566735113,79,647,1-6 6-4 6-1,3,R64,96,7,2,72,47,35,13,12,1,3,5,1,77,53,34,13,12,2,5
2014-416,Rome Masters,Clay,56,M,20140511,21,105208,,,Ernests Gulbis,R,190,LAT,25.697467488,17,1915,104268,,LL,Alejandro Falla,L,185,COL,30.4914442163,73,687,6-1 RET,3,R64,25,4,1,19,9,9,7,4,0,0,0,0,15,11,6,0,3,1,3
2014-416,Rome Masters,Clay,56,M,20140511,22,103990,16,,Tommy Robredo,R,180,ESP,32.0301163587,18,1855,104338,,,Juan Monaco,R,185,ARG,30.1190965092,54,880,7-6(3) 6-4,3,R64,93,1,1,63,40,24,15,11,1,4,1,0,65,49,28,7,11,0,4
2014-416,Rome Masters,Clay,56,M,20140511,23,104259,,,Philipp Kohlschreiber,R,178,GER,30.5708418891,29,1280,105668,,,Jerzy Janowicz,R,203,POL,23.4934976044,22,1680,4-6 7-6(6) 6-2,3,R64,139,5,2,113,73,49,20,15,12,15,8,6,119,73,48,21,15,8,12
2014-416,Rome Masters,Clay,56,M,20140511,24,103285,,,Radek Stepanek,R,185,CZE,35.4551676934,43,1005,104665,,,Pablo Andujar,R,180,ESP,28.2984257358,64,741,5-7 6-3 6-4,3,R64,156,7,5,110,69,52,15,15,10,13,0,0,104,75,42,19,16,4,9
2014-416,Rome Masters,Clay,56,M,20140511,25,104745,1,,Rafael Nadal,L,185,ESP,27.9397672827,1,12900,104468,,,Gilles Simon,R,183,FRA,29.3716632444,30,1225,7-6(1) 6-7(4) 6-2,3,R32,199,4,2,109,86,53,13,16,6,10,7,1,132,78,49,24,16,7,13
2014-416,Rome Masters,Clay,56,M,20140511,26,104022,14,,Mikhail Youzhny,R,183,RUS,31.8795345654,16,2020,104979,,Q,Andrey Golubev,R,185,KAZ,26.8062970568,59,827,7-5 4-1 RET,3,R32,105,0,1,72,47,26,18,9,5,7,2,3,64,25,11,22,8,10,14
2014-416,Rome Masters,Clay,56,M,20140511,27,103781,,,Jurgen Melzer,L,183,AUT,32.9719370294,67,720,105227,,,Marin Cilic,R,198,CRO,25.6180698152,26,1410,6-2 6-7(5) 6-3,3,R32,142,4,0,94,67,50,14,15,1,2,7,3,94,55,35,21,14,6,10
2014-416,Rome Masters,Clay,56,M,20140511,28,104918,7,,Andy Murray,R,190,GBR,26.9924709103,8,3950,104719,,,Marcel Granollers,R,190,ESP,28.0821355236,31,1215,6-2 7-5,3,R32,86,0,0,49,40,29,8,10,0,1,0,2,60,40,26,8,10,4,8
2014-416,Rome Masters,Clay,56,M,20140511,29,104527,3,,Stanislas Wawrinka,R,183,SUI,29.1225188227,3,5785,105137,,Q,Pere Riba,R,183,ESP,26.0944558522,98,588,6-0 6-3,3,R32,51,3,0,41,25,24,9,8,1,1,2,0,45,34,18,4,7,5,9
2014-416,Rome Masters,Clay,56,M,20140511,30,103163,15,,Tommy Haas,R,188,GER,36.1067761807,19,1835,104997,,,Igor Sijsling,R,190,NED,26.7323750856,53,885,7-6(6) 6-1,3,R32,80,2,3,57,37,31,13,9,0,0,4,2,76,51,32,12,10,4,7
2014-416,Rome Masters,Clay,56,M,20140511,31,105777,12,,Grigor Dimitrov,R,188,BUL,22.9897330595,14,2200,103333,,,Ivo Karlovic,R,208,CRO,35.2005475702,52,902,7-6(3) 6-4,3,R32,73,8,0,60,37,33,15,11,0,0,15,0,55,44,37,6,11,0,1
2014-416,Rome Masters,Clay,56,M,20140511,32,104607,6,,Tomas Berdych,R,196,CZE,28.6488706366,6,4600,104098,,,Dmitry Tursunov,R,185,RUS,31.4140999316,33,1155,6-4 6-3,3,R32,83,4,2,54,31,25,9,9,0,2,2,1,60,43,23,9,10,4,9
2014-416,Rome Masters,Clay,56,M,20140511,33,105683,8,,Milos Raonic,R,196,CAN,23.3730321697,10,2625,104620,,WC,Simone Bolelli,R,183,ITA,28.59137577,162,340,6-3 7-6(5),3,R32,100,18,0,81,47,37,20,11,3,3,3,1,59,41,28,14,10,0,1
2014-416,Rome Masters,Clay,56,M,20140511,34,104542,11,,Jo Wilfried Tsonga,R,188,FRA,29.067761807,13,2235,104731,,,Kevin Anderson,R,203,RSA,27.9835728953,20,1755,7-6(14) 7-6(5),3,R32,135,11,2,95,64,52,17,12,5,5,9,3,87,51,42,22,12,3,3
2014-416,Rome Masters,Clay,56,M,20140511,35,104471,,,Ivan Dodig,R,183,CRO,29.3552361396,40,1055,104586,,,Lukas Rosol,R,196,CZE,28.7994524298,56,866,6-1 6-2,3,R32,75,3,1,42,21,13,17,7,2,2,2,1,55,29,16,9,8,3,8
2014-416,Rome Masters,Clay,56,M,20140511,36,104871,,,Jeremy Chardy,R,188,FRA,27.2443531828,47,970,103819,4,,Roger Federer,R,185,SUI,32.758384668,4,5715,1-6 6-3 7-6(6),3,R32,127,2,5,92,52,42,18,14,4,7,9,1,101,69,47,16,14,9,11
2014-416,Rome Masters,Clay,56,M,20140511,37,103970,5,,David Ferrer,R,175,ESP,32.1095140315,5,5030,105062,,,Mikhail Kukushkin,R,183,KAZ,26.3764544832,60,819,6-1 6-2,3,R32,67,2,0,55,30,22,12,8,5,7,1,0,41,27,11,3,7,3,9
2014-416,Rome Masters,Clay,56,M,20140511,38,105208,,,Ernests Gulbis,R,190,LAT,25.697467488,17,1915,103565,,Q,Stephane Robert,R,185,FRA,33.9849418207,85,629,6-7(1) 6-4 6-3,3,R32,118,14,1,88,65,46,11,15,0,2,5,3,95,56,38,19,16,4,9
2014-416,Rome Masters,Clay,56,M,20140511,39,104259,,,Philipp Kohlschreiber,R,178,GER,30.5708418891,29,1280,103990,16,,Tommy Robredo,R,180,ESP,32.0301163587,18,1855,6-2 6-4,3,R32,79,0,1,58,40,26,12,9,2,3,2,1,60,46,27,5,9,6,10
2014-416,Rome Masters,Clay,56,M,20140511,40,104925,2,,Novak Djokovic,R,188,SRB,26.9733059548,2,11030,103285,,,Radek Stepanek,R,185,CZE,35.4551676934,43,1005,6-3 7-5,3,R32,97,2,0,58,39,26,12,11,2,5,4,7,79,49,32,8,10,6,11
2014-416,Rome Masters,Clay,56,M,20140511,41,104745,1,,Rafael Nadal,L,185,ESP,27.9397672827,1,12900,104022,14,,Mikhail Youzhny,R,183,RUS,31.8795345654,16,2020,6-7(4) 6-2 6-1,3,R16,164,1,4,99,75,55,7,14,7,9,0,2,102,73,38,15,13,9,15
2014-416,Rome Masters,Clay,56,M,20140511,42,104918,7,,Andy Murray,R,190,GBR,26.9924709103,8,3950,103781,,,Jurgen Melzer,L,183,AUT,32.9719370294,67,720,7-6(1) 6-4,3,R16,102,6,1,80,49,33,18,11,8,10,4,1,64,47,28,8,11,2,5
2014-416,Rome Masters,Clay,56,M,20140511,43,103163,15,,Tommy Haas,R,188,GER,36.1067761807,19,1835,104527,3,,Stanislas Wawrinka,R,183,SUI,29.1225188227,3,5785,5-7 6-2 6-3,3,R16,120,7,0,81,54,41,16,15,0,3,8,4,93,47,29,22,14,9,14
2014-416,Rome Masters,Clay,56,M,20140511,44,105777,12,,Grigor Dimitrov,R,188,BUL,22.9897330595,14,2200,104607,6,,Tomas Berdych,R,196,CZE,28.6488706366,6,4600,6-7(3) 6-2 6-2,3,R16,145,8,2,89,58,48,15,14,2,3,7,3,99,62,42,17,14,8,13
2014-416,Rome Masters,Clay,56,M,20140511,45,105683,8,,Milos Raonic,R,196,CAN,23.3730321697,10,2625,104542,11,,Jo Wilfried Tsonga,R,188,FRA,29.067761807,13,2235,7-6(5) 6-4,3,R16,108,7,3,80,50,38,19,11,5,5,6,1,64,40,30,17,11,3,4
2014-416,Rome Masters,Clay,56,M,20140511,46,104871,,,Jeremy Chardy,R,188,FRA,27.2443531828,47,970,104471,,,Ivan Dodig,R,183,CRO,29.3552361396,40,1055,6-3 6-2,3,R16,72,3,3,46,30,25,9,8,0,0,2,2,50,35,21,5,9,2,6
2014-416,Rome Masters,Clay,56,M,20140511,47,103970,5,,David Ferrer,R,175,ESP,32.1095140315,5,5030,105208,,,Ernests Gulbis,R,190,LAT,25.697467488,17,1915,6-2 6-3,3,R16,71,3,1,51,36,27,8,8,5,6,7,4,54,34,22,3,9,1,6
2014-416,Rome Masters,Clay,56,M,20140511,48,104925,2,,Novak Djokovic,R,188,SRB,26.9733059548,2,11030,104259,,,Philipp Kohlschreiber,R,178,GER,30.5708418891,29,1280,4-6 6-2 6-1,3,R16,96,2,1,72,54,38,9,13,1,4,2,0,70,42,27,8,12,4,10
2014-416,Rome Masters,Clay,56,M,20140511,49,104745,1,,Rafael Nadal,L,185,ESP,27.9397672827,1,12900,104918,7,,Andy Murray,R,190,GBR,26.9924709103,8,3950,1-6 6-3 7-5,3,QF,161,6,1,86,61,41,13,14,6,10,5,4,98,63,44,11,14,8,12
2014-416,Rome Masters,Clay,56,M,20140511,50,105777,12,,Grigor Dimitrov,R,188,BUL,22.9897330595,14,2200,103163,15,,Tommy Haas,R,188,GER,36.1067761807,19,1835,6-2 RET,3,QF,36,2,0,24,15,11,8,4,2,2,0,0,32,23,11,5,4,6,8
2014-416,Rome Masters,Clay,56,M,20140511,51,105683,8,,Milos Raonic,R,196,CAN,23.3730321697,10,2625,104871,,,Jeremy Chardy,R,188,FRA,27.2443531828,47,970,6-3 5-7 6-2,3,QF,122,14,2,85,54,47,12,15,5,7,8,3,88,54,40,14,14,5,9
2014-416,Rome Masters,Clay,56,M,20140511,52,104925,2,,Novak Djokovic,R,188,SRB,26.9733059548,2,11030,103970,5,,David Ferrer,R,175,ESP,32.1095140315,5,5030,7-5 4-6 6-3,3,QF,152,3,2,97,60,41,20,16,3,6,2,0,92,59,38,17,15,8,12
2014-416,Rome Masters,Clay,56,M,20140511,53,104745,1,,Rafael Nadal,L,185,ESP,27.9397672827,1,12900,105777,12,,Grigor Dimitrov,R,188,BUL,22.9897330595,14,2200,6-2 6-2,3,SF,83,1,0,55,44,29,8,8,3,3,2,3,46,29,17,4,8,3,7
2014-416,Rome Masters,Clay,56,M,20140511,54,104925,2,,Novak Djokovic,R,188,SRB,26.9733059548,2,11030,105683,8,,Milos Raonic,R,196,CAN,23.3730321697,10,2625,6-7(5) 7-6(4) 6-3,3,SF,181,3,1,114,82,58,21,16,7,8,17,3,121,81,61,18,17,7,10
2014-416,Rome Masters,Clay,56,M,20140511,55,104925,2,,Novak Djokovic,R,188,SRB,26.9733059548,2,11030,104745,1,,Rafael Nadal,L,185,ESP,27.9397672827,1,12900,4-6 6-3 6-3,3,F,139,7,0,72,45,32,15,14,2,6,0,2,93,70,38,10,14,8,14
2014-451,Doha,Hard,32,A,20131230,1,104745,1,,Rafael Nadal,L,185,ESP,27.575633128,1,13030,104586,,,Lukas Rosol,R,196,CZE,28.4353182752,47,956,6-2 7-6(7),3,R32,104,3,3,76,52,35,14,10,4,5,3,2,84,48,27,19,10,3,6
2014-451,Doha,Hard,32,A,20131230,2,104735,,,Tobias Kamke,R,180,GER,27.6112251882,74,663,104291,,WC,Malek Jaziri,R,185,TUN,29.9438740589,168,312,6-3 6-4,3,R32,71,2,2,60,40,28,13,10,5,6,0,5,46,25,22,6,9,0,3
2014-451,Doha,Hard,32,A,20131230,3,103997,,,Lukasz Kubot,R,190,POL,31.6249144422,72,686,104593,,,Daniel Gimeno Traver,R,185,ESP,28.3969883641,77,650,6-4 6-3,3,R32,79,0,2,62,39,27,11,10,0,2,2,0,59,39,24,9,9,7,11
2014-451,Doha,Hard,32,A,20131230,4,105208,7,,Ernests Gulbis,R,190,LAT,25.3333333333,24,1393,105554,,Q,Daniel Evans,R,175,GBR,23.6057494867,150,346,6-2 4-6 6-0,3,R32,90,9,3,66,39,30,12,12,2,5,3,5,79,46,18,19,12,6,13
2014-451,Doha,Hard,32,A,20131230,5,103333,,,Ivo Karlovic,R,208,CRO,34.8364134155,78,647,104607,4,,Tomas Berdych,R,196,CZE,28.2847364819,7,4180,7-6(7) 7-6(4),3,R32,107,24,2,83,54,45,17,12,2,2,8,2,74,43,37,20,12,1,1
2014-451,Doha,Hard,32,A,20131230,6,104460,,Q,Dustin Brown,R,196,GER,29.0595482546,111,506,104471,,,Ivan Dodig,R,183,CRO,28.9911019849,33,1190,6-4 6-2,3,R32,56,5,3,47,30,25,10,9,1,2,6,3,58,32,19,10,9,3,7
2014-451,Doha,Hard,32,A,20131230,7,105376,,Q,Peter Gojowczyk,R,185,GER,24.4599589322,162,321,106233,,Q,Dominic Thiem,R,,AUT,20.3230663929,139,410,7-5 6-0,3,R32,65,3,0,53,31,22,17,9,1,1,2,6,55,30,18,9,9,4,8
2014-451,Doha,Hard,32,A,20131230,8,104259,6,,Philipp Kohlschreiber,R,178,GER,30.2067077344,22,1525,104665,,,Pablo Andujar,R,180,ESP,27.9342915811,48,946,7-6(7) 6-2,3,R32,96,2,4,71,37,25,16,10,4,8,0,5,67,35,19,12,10,3,9
2014-451,Doha,Hard,32,A,20131230,9,104269,8,,Fernando Verdasco,L,188,ESP,30.1245722108,30,1235,103835,,,Filippo Volandri,R,183,ITA,32.3175906913,71,694,6-3 6-3,3,R32,67,3,3,57,42,33,6,9,5,6,0,1,55,38,20,8,9,3,7
2014-451,Doha,Hard,32,A,20131230,10,103812,,,Victor Hanescu,R,198,ROU,32.4435318275,80,636,105311,,,Joao Sousa,R,,POR,24.7529089665,49,934,6-3 6-2,3,R32,67,11,1,50,35,27,10,9,1,1,1,2,48,31,19,6,8,3,6
2014-451,Doha,Hard,32,A,20131230,11,104252,,,Florian Mayer,R,190,GER,30.2368240931,40,1065,104308,,,Michal Przysiezny,R,185,POL,29.8699520876,66,730,6-2 3-6 7-6(5),3,R32,125,6,0,99,64,42,17,14,6,10,8,5,101,57,41,19,15,7,12
2014-451,Doha,Hard,32,A,20131230,12,104918,3,,Andy Murray,R,190,GBR,26.6283367556,4,5790,110476,,WC,Mousa Shanan Zayed,U,,QAT,19.8110882957,2129,1,6-0 6-0,3,R32,37,3,3,32,20,20,4,6,0,0,0,2,34,16,4,5,6,3,9
2014-451,Doha,Hard,32,A,20131230,13,104755,5,,Richard Gasquet,R,185,FRA,27.5345653662,9,3300,111444,,WC,Karim Hossam,R,,EGY,19.7289527721,338,127,7-5 6-1,3,R32,68,0,0,51,36,28,7,10,2,5,3,0,49,27,14,9,9,1,7
2014-451,Doha,Hard,32,A,20131230,14,104792,,,Gael Monfils,R,193,FRA,27.3292265572,31,1230,105053,,,Santiago Giraldo,R,188,COL,26.0917180014,69,703,7-6(1) 6-2,3,R32,78,9,3,55,37,32,12,10,0,0,2,0,68,42,27,13,10,7,9
2014-451,Doha,Hard,32,A,20131230,15,104978,,,Daniel Brands,R,196,GER,26.4558521561,54,836,103786,,,Nikolay Davydenko,R,178,RUS,32.5776865161,53,890,6-4 6-4,3,R32,80,8,1,74,54,37,14,10,5,5,0,5,66,51,34,5,10,5,7
2014-451,Doha,Hard,32,A,20131230,16,103970,2,,David Ferrer,R,175,ESP,31.7453798768,3,5800,105238,,,Alexandr Dolgopolov,R,180,UKR,25.144421629,57,825,6-3 5-7 6-3,3,R32,124,2,1,92,66,42,13,15,5,9,2,1,98,63,37,15,15,5,11
2014-451,Doha,Hard,32,A,20131230,17,104745,1,,Rafael Nadal,L,185,ESP,27.575633128,1,13030,104735,,,Tobias Kamke,R,180,GER,27.6112251882,74,663,6-3 6-7(3) 6-3,3,R16,146,5,0,92,68,50,15,16,1,2,3,6,100,54,39,23,14,9,12
2014-451,Doha,Hard,32,A,20131230,18,105208,7,,Ernests Gulbis,R,190,LAT,25.3333333333,24,1393,103997,,,Lukasz Kubot,R,190,POL,31.6249144422,72,686,6-2 4-6 6-3,3,R16,129,12,3,87,64,44,14,14,3,5,1,3,105,65,38,21,13,12,16
2014-451,Doha,Hard,32,A,20131230,19,104460,,Q,Dustin Brown,R,196,GER,29.0595482546,111,506,103333,,,Ivo Karlovic,R,208,CRO,34.8364134155,78,647,3-6 7-6(13) 6-4,3,R16,109,4,4,91,61,47,18,15,0,2,21,3,110,80,61,13,16,4,6
2014-451,Doha,Hard,32,A,20131230,20,105376,,Q,Peter Gojowczyk,R,185,GER,24.4599589322,162,321,104259,6,,Philipp Kohlschreiber,R,178,GER,30.2067077344,22,1525,7-6(4) 7-6(7),3,R16,101,7,0,80,47,36,20,12,1,3,4,0,81,47,32,21,12,0,2
2014-451,Doha,Hard,32,A,20131230,21,103812,,,Victor Hanescu,R,198,ROU,32.4435318275,80,636,104269,8,,Fernando Verdasco,L,188,ESP,30.1245722108,30,1235,4-6 7-6(0) 6-2,3,R16,117,3,0,96,76,57,11,15,3,4,4,4,85,60,42,16,15,1,3
2014-451,Doha,Hard,32,A,20131230,22,104252,,,Florian Mayer,R,190,GER,30.2368240931,40,1065,104918,3,,Andy Murray,R,190,GBR,26.6283367556,4,5790,3-6 6-4 6-2,3,R16,112,4,1,87,57,38,19,14,7,10,5,3,83,45,28,21,13,5,9
2014-451,Doha,Hard,32,A,20131230,23,104792,,,Gael Monfils,R,193,FRA,27.3292265572,31,1230,104755,5,,Richard Gasquet,R,185,FRA,27.5345653662,9,3300,6-2 7-5,3,R16,63,9,2,53,37,32,8,10,0,1,0,1,59,51,28,6,10,3,7
2014-451,Doha,Hard,32,A,20131230,24,104978,,,Daniel Brands,R,196,GER,26.4558521561,54,836,103970,2,,David Ferrer,R,175,ESP,31.7453798768,3,5800,6-4 7-5,3,R16,75,5,0,57,42,33,10,11,2,3,2,1,66,48,31,9,11,4,7
2014-451,Doha,Hard,32,A,20131230,25,104745,1,,Rafael Nadal,L,185,ESP,27.575633128,1,13030,105208,7,,Ernests Gulbis,R,190,LAT,25.3333333333,24,1393,7-5 6-4,3,QF,115,3,0,72,58,37,9,11,3,5,9,3,72,45,33,10,11,4,8
2014-451,Doha,Hard,32,A,20131230,26,105376,,Q,Peter Gojowczyk,R,185,GER,24.4599589322,162,321,104460,,Q,Dustin Brown,R,196,GER,29.0595482546,111,506,6-3 3-6 7-6(5),3,QF,117,4,2,110,60,41,24,15,11,15,9,4,110,70,43,19,15,4,8
2014-451,Doha,Hard,32,A,20131230,27,104252,,,Florian Mayer,R,190,GER,30.2368240931,40,1065,103812,,,Victor Hanescu,R,198,ROU,32.4435318275,80,636,6-4 6-7(8) 6-4,3,QF,135,4,3,99,58,40,25,16,4,6,6,2,111,84,55,12,16,7,11
2014-451,Doha,Hard,32,A,20131230,28,104792,,,Gael Monfils,R,193,FRA,27.3292265572,31,1230,104978,,,Daniel Brands,R,196,GER,26.4558521561,54,836,6-2 6-1,3,QF,49,6,2,42,32,27,5,8,0,0,2,0,42,29,15,4,7,3,7
2014-451,Doha,Hard,32,A,20131230,29,104745,1,,Rafael Nadal,L,185,ESP,27.575633128,1,13030,105376,,Q,Peter Gojowczyk,R,185,GER,24.4599589322,162,321,4-6 6-2 6-3,3,SF,120,5,2,72,46,35,11,13,1,4,1,4,84,46,29,17,14,10,16
